comments,condition,difficulty,id,images,imageset,length,worker,description,image,time
,comprehensive,2.0,3NL0RFNU0JK1FMJVI31CNT9SL6BK46,B,B,2.0,A1DD23J1WBGQUU,An adult male and male child are playing a video game together.,https://imagecaptioningicl.azurewebsites.net/static/images/000000011034.jpg,23115
,comprehensive,2.0,3NL0RFNU0JK1FMJVI31CNT9SL6BK46,B,B,2.0,A1DD23J1WBGQUU,A man sits on a park bench with two pet dogs close by.,https://imagecaptioningicl.azurewebsites.net/static/images/000000002400.jpg,16491
,comprehensive,2.0,3NL0RFNU0JK1FMJVI31CNT9SL6BK46,B,B,2.0,A1DD23J1WBGQUU,Five people on bicycles cross the street while a car waits for them to pass.,https://imagecaptioningicl.azurewebsites.net/static/images/000000001053.jpg,16191
,comprehensive,2.0,3NL0RFNU0JK1FMJVI31CNT9SL6BK46,B,B,2.0,A1DD23J1WBGQUU,A police officer on a motorbike speaks to another officer riding a horse.,https://imagecaptioningicl.azurewebsites.net/static/images/000000007524.jpg,15675
,comprehensive,2.0,3NL0RFNU0JK1FMJVI31CNT9SL6BK46,B,B,2.0,A1DD23J1WBGQUU,"An elaborate, decorated vase in shades of brown, tan, and ivory sits in a clear display case.",https://imagecaptioningicl.azurewebsites.net/static/images/000000003325.jpg,31923
,comprehensive,2.0,3NL0RFNU0JK1FMJVI31CNT9SL6BK46,B,B,2.0,A1DD23J1WBGQUU,A very small red and black car is parked at the curb of a street.,https://imagecaptioningicl.azurewebsites.net/static/images/000000012109.jpg,18028
,comprehensive,1.0,3C8HJ7UOPBRC877NO84IW2E5B69ZM2,B,B,1.0,ANPCXN619ACW9,A man and a young boy are sitting on a couch playing video games,https://imagecaptioningicl.azurewebsites.net/static/images/000000011034.jpg,19797
,comprehensive,1.0,3C8HJ7UOPBRC877NO84IW2E5B69ZM2,B,B,1.0,ANPCXN619ACW9,A man carrying a camera is sitting on a bench with 2 dogs on either side of him,https://imagecaptioningicl.azurewebsites.net/static/images/000000002400.jpg,24249
,comprehensive,1.0,3C8HJ7UOPBRC877NO84IW2E5B69ZM2,B,B,1.0,ANPCXN619ACW9,A small group of bikers are crossing a street while a car waits for them,https://imagecaptioningicl.azurewebsites.net/static/images/000000001053.jpg,19001
,comprehensive,1.0,3C8HJ7UOPBRC877NO84IW2E5B69ZM2,B,B,1.0,ANPCXN619ACW9,A woman sitting on a horse is talking to a man sitting on a motorcycle,https://imagecaptioningicl.azurewebsites.net/static/images/000000007524.jpg,28733
,comprehensive,1.0,3C8HJ7UOPBRC877NO84IW2E5B69ZM2,B,B,1.0,ANPCXN619ACW9,Brown vase or glass jar with images of people and horses on it,https://imagecaptioningicl.azurewebsites.net/static/images/000000003325.jpg,26462
,comprehensive,1.0,3C8HJ7UOPBRC877NO84IW2E5B69ZM2,B,B,1.0,ANPCXN619ACW9,A small car is parked near a meter parking spot,https://imagecaptioningicl.azurewebsites.net/static/images/000000012109.jpg,26008
,time,3.0,3TS1AR6UQUBNIN90JQ8MAS1X4CKF7J,B,B,2.0,APGX2WZ59OWDN,A man and a young boy are sitting on a couch holding video game controllers,https://imagecaptioningicl.azurewebsites.net/static/images/000000011034.jpg,35530
,time,3.0,3TS1AR6UQUBNIN90JQ8MAS1X4CKF7J,B,B,2.0,APGX2WZ59OWDN,A man is sitting on a bench outside with 2 dogs near him,https://imagecaptioningicl.azurewebsites.net/static/images/000000002400.jpg,27578
,time,3.0,3TS1AR6UQUBNIN90JQ8MAS1X4CKF7J,B,B,2.0,APGX2WZ59OWDN,A group of cyclists are biking on a paved road,https://imagecaptioningicl.azurewebsites.net/static/images/000000001053.jpg,20281
,time,3.0,3TS1AR6UQUBNIN90JQ8MAS1X4CKF7J,B,B,2.0,APGX2WZ59OWDN,A police officer on a horse is standing near an old fashioned car,https://imagecaptioningicl.azurewebsites.net/static/images/000000007524.jpg,27419
,time,3.0,3TS1AR6UQUBNIN90JQ8MAS1X4CKF7J,B,B,2.0,APGX2WZ59OWDN,An old-looking vase is sitting in a display case,https://imagecaptioningicl.azurewebsites.net/static/images/000000003325.jpg,30139
,time,3.0,3TS1AR6UQUBNIN90JQ8MAS1X4CKF7J,B,B,2.0,APGX2WZ59OWDN,A smart car is parked on the street next to a parking meter,https://imagecaptioningicl.azurewebsites.net/static/images/000000012109.jpg,18930
,comprehensive,3.0,3DHE4R9OC08MAM8POYX9WMK1UBZ2GQ,D,D,4.0,A3AKZJNAUP8LSA,A Military women asking quires from a small boy ,https://imagecaptioningicl.azurewebsites.net/static/images/000000006579.jpg,73399
,comprehensive,3.0,3DHE4R9OC08MAM8POYX9WMK1UBZ2GQ,D,D,4.0,A3AKZJNAUP8LSA,Young people playing games in a green park,https://imagecaptioningicl.azurewebsites.net/static/images/000000006780.jpg,62272
,comprehensive,3.0,3DHE4R9OC08MAM8POYX9WMK1UBZ2GQ,D,D,4.0,A3AKZJNAUP8LSA,A man wearing sunglass in a forest area and showing something to camera,https://imagecaptioningicl.azurewebsites.net/static/images/000000007069.jpg,90575
,comprehensive,3.0,3DHE4R9OC08MAM8POYX9WMK1UBZ2GQ,D,D,4.0,A3AKZJNAUP8LSA,A tennis player in court with racket shows disappointed reaction ,https://imagecaptioningicl.azurewebsites.net/static/images/000000011567.jpg,148865
,comprehensive,3.0,3DHE4R9OC08MAM8POYX9WMK1UBZ2GQ,D,D,4.0,A3AKZJNAUP8LSA,A Closeup shot of bicycle with an umbrella tied in it.  ,https://imagecaptioningicl.azurewebsites.net/static/images/000000018766.jpg,56319
,comprehensive,3.0,3DHE4R9OC08MAM8POYX9WMK1UBZ2GQ,D,D,4.0,A3AKZJNAUP8LSA,close up shot of sewage water value and old trolley ,https://imagecaptioningicl.azurewebsites.net/static/images/000000005755.jpg,64048
,comprehensive,2.0,3FQ5JJ512PLN1UT108G8M2FSCN6KN1,A,A,4.0,A1J8TVICSRC70W,"Three men wearing pink uniforms are walking across a gym, each carrying a volleyball. ",https://imagecaptioningicl.azurewebsites.net/static/images/000000008305.jpg,52373
,comprehensive,2.0,3FQ5JJ512PLN1UT108G8M2FSCN6KN1,A,A,4.0,A1J8TVICSRC70W,A man sitting on a park bench is surrounded by hungry pigeons. ,https://imagecaptioningicl.azurewebsites.net/static/images/000000002142.jpg,23063
,comprehensive,2.0,3FQ5JJ512PLN1UT108G8M2FSCN6KN1,A,A,4.0,A1J8TVICSRC70W,Two horses with riders are rearing high into the air on a specialized course. ,https://imagecaptioningicl.azurewebsites.net/static/images/000000000049.jpg,77565
,comprehensive,2.0,3FQ5JJ512PLN1UT108G8M2FSCN6KN1,A,A,4.0,A1J8TVICSRC70W,A just married couple is greeted by a line of excited family members with cameras. ,https://imagecaptioningicl.azurewebsites.net/static/images/000000009372.jpg,73322
,comprehensive,2.0,3FQ5JJ512PLN1UT108G8M2FSCN6KN1,A,A,4.0,A1J8TVICSRC70W,"A large metal watch face is situated on the side of a tall, thin building in a skyscraper city. ",https://imagecaptioningicl.azurewebsites.net/static/images/000000003080.jpg,137288
,comprehensive,2.0,3FQ5JJ512PLN1UT108G8M2FSCN6KN1,A,A,4.0,A1J8TVICSRC70W,"A small dog is sitting on a bed, located inside of an open refrigerator. ",https://imagecaptioningicl.azurewebsites.net/static/images/000000010324.jpg,26992
,essential,1.0,3R2UR8A0IEDB3FSK06VARLNZY6QXOI,A,A,1.0,A3A8P4UR9A0DWQ,A men's team wearing pink uniforms are holding balls while standing on the sideline.,https://imagecaptioningicl.azurewebsites.net/static/images/000000008305.jpg,41754
,essential,1.0,3R2UR8A0IEDB3FSK06VARLNZY6QXOI,A,A,1.0,A3A8P4UR9A0DWQ,A man sits on a park bench surrounded by pigeons.,https://imagecaptioningicl.azurewebsites.net/static/images/000000002142.jpg,21600
,essential,1.0,3R2UR8A0IEDB3FSK06VARLNZY6QXOI,A,A,1.0,A3A8P4UR9A0DWQ,Two showmen are preforming tricks in an outdoor horse arena.,https://imagecaptioningicl.azurewebsites.net/static/images/000000000049.jpg,37318
,essential,1.0,3R2UR8A0IEDB3FSK06VARLNZY6QXOI,A,A,1.0,A3A8P4UR9A0DWQ,A bride and groom exit the venue surrounded by friends and family cheering them on.,https://imagecaptioningicl.azurewebsites.net/static/images/000000009372.jpg,32303
,essential,1.0,3R2UR8A0IEDB3FSK06VARLNZY6QXOI,A,A,1.0,A3A8P4UR9A0DWQ,An analog clock tower is outside of a building.,https://imagecaptioningicl.azurewebsites.net/static/images/000000003080.jpg,28435
,essential,1.0,3R2UR8A0IEDB3FSK06VARLNZY6QXOI,A,A,1.0,A3A8P4UR9A0DWQ,A dog is laying on his dog bed in an open refrigerator.,https://imagecaptioningicl.azurewebsites.net/static/images/000000010324.jpg,20475
,control,1.0,33JKGHPFYGRIRIT4LKTO1F7W1S1NM9,C,C,1.0,A3A8P4UR9A0DWQ,A group of men hold ropes to keep a cow from moving in a field.,https://imagecaptioningicl.azurewebsites.net/static/images/000000002415.jpg,64073
,control,1.0,33JKGHPFYGRIRIT4LKTO1F7W1S1NM9,C,C,1.0,A3A8P4UR9A0DWQ,People waving from a double decker bus that is decorated with a Pride flag.,https://imagecaptioningicl.azurewebsites.net/static/images/000000011494.jpg,26352
,control,1.0,33JKGHPFYGRIRIT4LKTO1F7W1S1NM9,C,C,1.0,A3A8P4UR9A0DWQ,A motorcycle is parked on the side of a road beside the White Mountain National Park sign.,https://imagecaptioningicl.azurewebsites.net/static/images/000000005213.jpg,31003
,control,1.0,33JKGHPFYGRIRIT4LKTO1F7W1S1NM9,C,C,1.0,A3A8P4UR9A0DWQ,An analog clock is outside of a train terminal.,https://imagecaptioningicl.azurewebsites.net/static/images/000000009172.jpg,34970
,control,1.0,33JKGHPFYGRIRIT4LKTO1F7W1S1NM9,C,C,1.0,A3A8P4UR9A0DWQ,A woman tennis player is on the court holding her racket looking off to the side.,https://imagecaptioningicl.azurewebsites.net/static/images/000000016308.jpg,28464
,control,1.0,33JKGHPFYGRIRIT4LKTO1F7W1S1NM9,C,C,1.0,A3A8P4UR9A0DWQ,A group of college graduates wait in line outside holding umbrellas.,https://imagecaptioningicl.azurewebsites.net/static/images/000000004975.jpg,30016
,time,2.0,34HJIJKLP9TFVXD7H7FJP2K914IV43,C,C,3.0,AVFHRN0S32V2H,A dog is about to jump over a little wall.,https://imagecaptioningicl.azurewebsites.net/static/images/000000002415.jpg,21471
,time,2.0,34HJIJKLP9TFVXD7H7FJP2K914IV43,C,C,3.0,AVFHRN0S32V2H,A Gay Pride parade with people celebrating on top of a bus adorned with a rainbow flag on the side.,https://imagecaptioningicl.azurewebsites.net/static/images/000000011494.jpg,58057
,time,2.0,34HJIJKLP9TFVXD7H7FJP2K914IV43,C,C,3.0,AVFHRN0S32V2H,A motorcycle parked on the side of the road.,https://imagecaptioningicl.azurewebsites.net/static/images/000000005213.jpg,20476
,time,2.0,34HJIJKLP9TFVXD7H7FJP2K914IV43,C,C,3.0,AVFHRN0S32V2H,A clock on top of a pole in the middle of a city.,https://imagecaptioningicl.azurewebsites.net/static/images/000000009172.jpg,27648
,time,2.0,34HJIJKLP9TFVXD7H7FJP2K914IV43,C,C,3.0,AVFHRN0S32V2H,Serena Williams is holding a racket down by her side during a tennis match.,https://imagecaptioningicl.azurewebsites.net/static/images/000000016308.jpg,37022
,time,2.0,34HJIJKLP9TFVXD7H7FJP2K914IV43,C,C,3.0,AVFHRN0S32V2H,Graduation ceremony with everyone dressed in cap and gowns.,https://imagecaptioningicl.azurewebsites.net/static/images/000000004975.jpg,36926
,comprehensive,4.0,3R0T90IZ1W9Z840RLRMF8ZTN62BCG8,C,C,2.0,ARLGZWN6W91WD,A group of men holding strings that are tied to a horned animal. ,https://imagecaptioningicl.azurewebsites.net/static/images/000000002415.jpg,24291
,comprehensive,4.0,3R0T90IZ1W9Z840RLRMF8ZTN62BCG8,C,C,2.0,ARLGZWN6W91WD,"People on top of double decker bus waving, with LGBTQ+ sign and rainbow flag. ",https://imagecaptioningicl.azurewebsites.net/static/images/000000011494.jpg,36396
,comprehensive,4.0,3R0T90IZ1W9Z840RLRMF8ZTN62BCG8,C,C,2.0,ARLGZWN6W91WD,A stationary motorcycles next to a sign of White Mountain National Forest. ,https://imagecaptioningicl.azurewebsites.net/static/images/000000005213.jpg,34670
,comprehensive,4.0,3R0T90IZ1W9Z840RLRMF8ZTN62BCG8,C,C,2.0,ARLGZWN6W91WD,An empty street sidewalk with a clock that says Elliott City and a bridge in the background. ,https://imagecaptioningicl.azurewebsites.net/static/images/000000009172.jpg,28817
,comprehensive,4.0,3R0T90IZ1W9Z840RLRMF8ZTN62BCG8,C,C,2.0,ARLGZWN6W91WD,A woman tennis player on a tennis court as spectators watch. ,https://imagecaptioningicl.azurewebsites.net/static/images/000000016308.jpg,29932
,comprehensive,4.0,3R0T90IZ1W9Z840RLRMF8ZTN62BCG8,C,C,2.0,ARLGZWN6W91WD,"People dressed in graduation robes, two hold umbrellas and one smiles at the camera. ",https://imagecaptioningicl.azurewebsites.net/static/images/000000004975.jpg,26301
,comprehensive,2.0,3SITXWYCNZ6RKL3BW1QOL1N0R77BXS,D,D,2.0,A3HNEYFOIJWPH1,"A boy is holding a stuffed animal with a soldier nearby, and the boy is visually disturbed and upset.",https://imagecaptioningicl.azurewebsites.net/static/images/000000006579.jpg,33150
,comprehensive,2.0,3SITXWYCNZ6RKL3BW1QOL1N0R77BXS,D,D,2.0,A3HNEYFOIJWPH1,A woman is on the ground after taking an injury in a soccer game.,https://imagecaptioningicl.azurewebsites.net/static/images/000000006780.jpg,15217
,comprehensive,2.0,3SITXWYCNZ6RKL3BW1QOL1N0R77BXS,D,D,2.0,A3HNEYFOIJWPH1,A man is posing for the camera while holding up a frisbee golf disc.,https://imagecaptioningicl.azurewebsites.net/static/images/000000007069.jpg,15766
,comprehensive,2.0,3SITXWYCNZ6RKL3BW1QOL1N0R77BXS,D,D,2.0,A3HNEYFOIJWPH1,"The tennis player is holding a racket and ball, and is getting ready to serve.",https://imagecaptioningicl.azurewebsites.net/static/images/000000011567.jpg,24389
,comprehensive,2.0,3SITXWYCNZ6RKL3BW1QOL1N0R77BXS,D,D,2.0,A3HNEYFOIJWPH1,An umbrella is attached to a bike in the bar below the seat.,https://imagecaptioningicl.azurewebsites.net/static/images/000000018766.jpg,26465
,comprehensive,2.0,3SITXWYCNZ6RKL3BW1QOL1N0R77BXS,D,D,2.0,A3HNEYFOIJWPH1,"A rusty old, blue shopping card sits next to a yellow fire hydrant.",https://imagecaptioningicl.azurewebsites.net/static/images/000000005755.jpg,24521
,essential,3.0,3MH9DQ75709VUYHR7I7F25FTD2IUG0,A,A,3.0,APGX2WZ59OWDN,Three men in matching uniforms are standing in a gym holding volleyballs,https://imagecaptioningicl.azurewebsites.net/static/images/000000008305.jpg,44567
,essential,3.0,3MH9DQ75709VUYHR7I7F25FTD2IUG0,A,A,3.0,APGX2WZ59OWDN,A man is sitting on a bench outside surrounded by a flock of pigeons,https://imagecaptioningicl.azurewebsites.net/static/images/000000002142.jpg,31891
,essential,3.0,3MH9DQ75709VUYHR7I7F25FTD2IUG0,A,A,3.0,APGX2WZ59OWDN,Two horses have their front legs raised in the air on a green field. The riders are wearing elaborate outfits,https://imagecaptioningicl.azurewebsites.net/static/images/000000000049.jpg,88009
,essential,3.0,3MH9DQ75709VUYHR7I7F25FTD2IUG0,A,A,3.0,APGX2WZ59OWDN,A man in a suit and a woman in a wedding dress walk out a door past a group of people who are clapping and taking pictures,https://imagecaptioningicl.azurewebsites.net/static/images/000000009372.jpg,43020
,essential,3.0,3MH9DQ75709VUYHR7I7F25FTD2IUG0,A,A,3.0,APGX2WZ59OWDN,A modern-looking clock tower stands near a building. The clock is analog and it reads 3:22,https://imagecaptioningicl.azurewebsites.net/static/images/000000003080.jpg,119189
,essential,3.0,3MH9DQ75709VUYHR7I7F25FTD2IUG0,A,A,3.0,APGX2WZ59OWDN,A small white dog is sitting on a dog bed on the bottom shelf of a refrigerator with door open,https://imagecaptioningicl.azurewebsites.net/static/images/000000010324.jpg,44965
,time,4.0,36V4Q8R5ZOX3UF6W1CL5592163PQM0,A,A,4.0,A1MIR0TP081SKT,Basket ball players holding ball in the game field.,https://imagecaptioningicl.azurewebsites.net/static/images/000000008305.jpg,99829
,time,4.0,36V4Q8R5ZOX3UF6W1CL5592163PQM0,A,A,4.0,A1MIR0TP081SKT,A person sitting on a bench in an open area is feeding the birds ,https://imagecaptioningicl.azurewebsites.net/static/images/000000002142.jpg,41109
,time,4.0,36V4Q8R5ZOX3UF6W1CL5592163PQM0,A,A,4.0,A1MIR0TP081SKT,Horse riders are riding their horses and the people are watching them.,https://imagecaptioningicl.azurewebsites.net/static/images/000000000049.jpg,46023
,time,4.0,36V4Q8R5ZOX3UF6W1CL5592163PQM0,A,A,4.0,A1MIR0TP081SKT,A wedding ceremony where the bride and the groom are dressed in white and are witnessed by the guests,https://imagecaptioningicl.azurewebsites.net/static/images/000000009372.jpg,70111
,time,4.0,36V4Q8R5ZOX3UF6W1CL5592163PQM0,A,A,4.0,A1MIR0TP081SKT,A building with glass windows and a clocktower showing the time.,https://imagecaptioningicl.azurewebsites.net/static/images/000000003080.jpg,34727
,time,4.0,36V4Q8R5ZOX3UF6W1CL5592163PQM0,A,A,4.0,A1MIR0TP081SKT,An open refrigerator with lots of items in it.,https://imagecaptioningicl.azurewebsites.net/static/images/000000010324.jpg,38114
,comprehensive,1.0,39GXDJN2OXBGEY09TA5W6E0E3QF8VO,B,B,1.0,ACSS93E03ZUGX,A young boy and a man are sitting on a blur couch playing a video game with white controllers.,https://imagecaptioningicl.azurewebsites.net/static/images/000000011034.jpg,30552
,comprehensive,1.0,39GXDJN2OXBGEY09TA5W6E0E3QF8VO,B,B,1.0,ACSS93E03ZUGX,A man is sitting outside on a bench with 2 dogs sitting nearby.,https://imagecaptioningicl.azurewebsites.net/static/images/000000002400.jpg,59277
,comprehensive,1.0,39GXDJN2OXBGEY09TA5W6E0E3QF8VO,B,B,1.0,ACSS93E03ZUGX,A silver car is stopped waiting for 5 cyclists to cross the road.,https://imagecaptioningicl.azurewebsites.net/static/images/000000001053.jpg,36108
,comprehensive,1.0,39GXDJN2OXBGEY09TA5W6E0E3QF8VO,B,B,1.0,ACSS93E03ZUGX,A police officer is on a horse while speaker to another police officer a motorcycle with a crowd of people in the background.,https://imagecaptioningicl.azurewebsites.net/static/images/000000007524.jpg,53640
,comprehensive,1.0,39GXDJN2OXBGEY09TA5W6E0E3QF8VO,B,B,1.0,ACSS93E03ZUGX,A brown vase with painted images of people and horses is behind glass at a museum.,https://imagecaptioningicl.azurewebsites.net/static/images/000000003325.jpg,38298
,comprehensive,1.0,39GXDJN2OXBGEY09TA5W6E0E3QF8VO,B,B,1.0,ACSS93E03ZUGX,A tiny red and black car is parked on the street next to a parking meter.,https://imagecaptioningicl.azurewebsites.net/static/images/000000012109.jpg,38419
,time,1.0,3FDJT1UU785JB5NVW8KMSLF6L26K5B,D,D,1.0,A3A8P4UR9A0DWQ,A solider is talking to a little boy holding a stuffed animal.,https://imagecaptioningicl.azurewebsites.net/static/images/000000006579.jpg,26766
,time,1.0,3FDJT1UU785JB5NVW8KMSLF6L26K5B,D,D,1.0,A3A8P4UR9A0DWQ,A female player has fallen to the ground holding a ball.,https://imagecaptioningicl.azurewebsites.net/static/images/000000006780.jpg,27702
,time,1.0,3FDJT1UU785JB5NVW8KMSLF6L26K5B,D,D,1.0,A3A8P4UR9A0DWQ,A man wearing sunglasses is holding a yellow disc while waiting beside a sign.,https://imagecaptioningicl.azurewebsites.net/static/images/000000007069.jpg,26433
,time,1.0,3FDJT1UU785JB5NVW8KMSLF6L26K5B,D,D,1.0,A3A8P4UR9A0DWQ,A tennis player is holding his racket beside him as he squints his face.,https://imagecaptioningicl.azurewebsites.net/static/images/000000011567.jpg,27435
,time,1.0,3FDJT1UU785JB5NVW8KMSLF6L26K5B,D,D,1.0,A3A8P4UR9A0DWQ,A bike is parked outside while it is raining.,https://imagecaptioningicl.azurewebsites.net/static/images/000000018766.jpg,21291
,time,1.0,3FDJT1UU785JB5NVW8KMSLF6L26K5B,D,D,1.0,A3A8P4UR9A0DWQ,A blue shopping cart is parked beside a yellow fire hydrant.,https://imagecaptioningicl.azurewebsites.net/static/images/000000005755.jpg,22730
,essential,4.0,3RWE2M8QWL7LO4MXWF6Q3I0JYP1N0Z,B,B,2.0,ARLGZWN6W91WD,A man and child seated with video game controllers in their hands. ,https://imagecaptioningicl.azurewebsites.net/static/images/000000011034.jpg,21139
,essential,4.0,3RWE2M8QWL7LO4MXWF6Q3I0JYP1N0Z,B,B,2.0,ARLGZWN6W91WD,A man with a camera seated on a bench with two dogs. ,https://imagecaptioningicl.azurewebsites.net/static/images/000000002400.jpg,32222
,essential,4.0,3RWE2M8QWL7LO4MXWF6Q3I0JYP1N0Z,B,B,2.0,ARLGZWN6W91WD,"Five people on bike crossing the street, while a car waits at a ride light. ",https://imagecaptioningicl.azurewebsites.net/static/images/000000001053.jpg,22842
,essential,4.0,3RWE2M8QWL7LO4MXWF6Q3I0JYP1N0Z,B,B,2.0,ARLGZWN6W91WD,A cop on a horse and a cop on a motorcycle wait as spectators on the sidewalk watch the street. ,https://imagecaptioningicl.azurewebsites.net/static/images/000000007524.jpg,40980
,essential,4.0,3RWE2M8QWL7LO4MXWF6Q3I0JYP1N0Z,B,B,2.0,ARLGZWN6W91WD,A Grecian urn in a display case at a museum. ,https://imagecaptioningicl.azurewebsites.net/static/images/000000003325.jpg,21934
,essential,4.0,3RWE2M8QWL7LO4MXWF6Q3I0JYP1N0Z,B,B,2.0,ARLGZWN6W91WD,A smart car parallel parked on a road next to a parking meter. ,https://imagecaptioningicl.azurewebsites.net/static/images/000000012109.jpg,25629
,time,3.0,3NVC2EB65UWBHVP8M4XKMWWX5LPY3V,B,B,3.0,AISFU4P55HYEH,Dog jumping over the hurdle in a grass field,https://imagecaptioningicl.azurewebsites.net/static/images/000000011034.jpg,37707
,time,3.0,3NVC2EB65UWBHVP8M4XKMWWX5LPY3V,B,B,3.0,AISFU4P55HYEH,Man is sitting on a bench with two dogs,https://imagecaptioningicl.azurewebsites.net/static/images/000000002400.jpg,61374
,time,3.0,3NVC2EB65UWBHVP8M4XKMWWX5LPY3V,B,B,3.0,AISFU4P55HYEH,Five cyclists are crossing a road over the signal,https://imagecaptioningicl.azurewebsites.net/static/images/000000001053.jpg,180223
,time,3.0,3NVC2EB65UWBHVP8M4XKMWWX5LPY3V,B,B,3.0,AISFU4P55HYEH,Brown horse is standing in the middle of the road,https://imagecaptioningicl.azurewebsites.net/static/images/000000007524.jpg,40167
,time,3.0,3NVC2EB65UWBHVP8M4XKMWWX5LPY3V,B,B,3.0,AISFU4P55HYEH,Brown-colored vase with beautiful design is placed on a table,https://imagecaptioningicl.azurewebsites.net/static/images/000000003325.jpg,49271
,time,3.0,3NVC2EB65UWBHVP8M4XKMWWX5LPY3V,B,B,3.0,AISFU4P55HYEH,Red car is parked near a parking meter,https://imagecaptioningicl.azurewebsites.net/static/images/000000012109.jpg,60215
,control,2.0,3AZHRG4CU8HEK0TNEWMBU42DT8B300,A,A,3.0,AVFHRN0S32V2H,Three men in pink uniforms are each holding a yellow and purple ball.,https://imagecaptioningicl.azurewebsites.net/static/images/000000008305.jpg,49527
,control,2.0,3AZHRG4CU8HEK0TNEWMBU42DT8B300,A,A,3.0,AVFHRN0S32V2H,A man sitting and smiling on a park bench while feeding dozens of pigeons.,https://imagecaptioningicl.azurewebsites.net/static/images/000000002142.jpg,27503
,control,2.0,3AZHRG4CU8HEK0TNEWMBU42DT8B300,A,A,3.0,AVFHRN0S32V2H,Two people are riding horses that are both standing on their two back legs.,https://imagecaptioningicl.azurewebsites.net/static/images/000000000049.jpg,36203
,control,2.0,3AZHRG4CU8HEK0TNEWMBU42DT8B300,A,A,3.0,AVFHRN0S32V2H,A bride and groom are walking out of a building with guests looking on.,https://imagecaptioningicl.azurewebsites.net/static/images/000000009372.jpg,36571
,control,2.0,3AZHRG4CU8HEK0TNEWMBU42DT8B300,A,A,3.0,AVFHRN0S32V2H,An office building with a little clock tower in front.,https://imagecaptioningicl.azurewebsites.net/static/images/000000003080.jpg,37192
,control,2.0,3AZHRG4CU8HEK0TNEWMBU42DT8B300,A,A,3.0,AVFHRN0S32V2H,A dog laying on a bed on the bottom shelf of a refrigerator.,https://imagecaptioningicl.azurewebsites.net/static/images/000000010324.jpg,26831
,comprehensive,3.0,388U7OUMFBY632EPPMN7C25TZMR0R1,A,A,5.0,A2LPRUXRREYKGO,3 men each holding volley balls in their hands.,https://imagecaptioningicl.azurewebsites.net/static/images/000000008305.jpg,60562
,comprehensive,3.0,388U7OUMFBY632EPPMN7C25TZMR0R1,A,A,5.0,A2LPRUXRREYKGO,An Asian man sitting on a park bench which is surrounded by pigeons.,https://imagecaptioningicl.azurewebsites.net/static/images/000000002142.jpg,41190
,comprehensive,3.0,388U7OUMFBY632EPPMN7C25TZMR0R1,A,A,5.0,A2LPRUXRREYKGO,Two trick riders on horses engaged with both horses standing on only their back legs.,https://imagecaptioningicl.azurewebsites.net/static/images/000000000049.jpg,83592
,comprehensive,3.0,388U7OUMFBY632EPPMN7C25TZMR0R1,A,A,5.0,A2LPRUXRREYKGO,An Asian Bride and Groom standing on the steps wearing their bridal outfits with guests on either side of them. ,https://imagecaptioningicl.azurewebsites.net/static/images/000000009372.jpg,70970
,comprehensive,3.0,388U7OUMFBY632EPPMN7C25TZMR0R1,A,A,5.0,A2LPRUXRREYKGO,"Glass building with a round clock showing the time of 3:22 and the works on the building of SIGEMAN & CO,  Tragardh, valea.",https://imagecaptioningicl.azurewebsites.net/static/images/000000003080.jpg,79333
,comprehensive,3.0,388U7OUMFBY632EPPMN7C25TZMR0R1,A,A,5.0,A2LPRUXRREYKGO,Four open shelves of a refrigerator of an opened refrigerator with the bottom shelf holding a dog bed and a poodle laying atop of it with only the light from the refrigerator on. ,https://imagecaptioningicl.azurewebsites.net/static/images/000000010324.jpg,153150
,essential,2.0,3UNH76FOCW2C3HXISM2ZIV535C6YMB,D,D,3.0,A3SKEW89V5S0DI,A soldier speaks with a scared young child in the midst of a crowd of people.,https://imagecaptioningicl.azurewebsites.net/static/images/000000006579.jpg,50989
,essential,2.0,3UNH76FOCW2C3HXISM2ZIV535C6YMB,D,D,3.0,A3SKEW89V5S0DI,Two teams play frisbee in a park meadow while onlookers watch from the sidelines.,https://imagecaptioningicl.azurewebsites.net/static/images/000000006780.jpg,62002
,essential,2.0,3UNH76FOCW2C3HXISM2ZIV535C6YMB,D,D,3.0,A3SKEW89V5S0DI,A man holds a frisbee next to a sign on the twelfth hole of a frisbee course.,https://imagecaptioningicl.azurewebsites.net/static/images/000000007069.jpg,69453
,essential,2.0,3UNH76FOCW2C3HXISM2ZIV535C6YMB,D,D,3.0,A3SKEW89V5S0DI,A tennis player holding a racket and ball looks up towards the opposite end of the court.,https://imagecaptioningicl.azurewebsites.net/static/images/000000011567.jpg,37741
,essential,2.0,3UNH76FOCW2C3HXISM2ZIV535C6YMB,D,D,3.0,A3SKEW89V5S0DI,A bike with an umbrella strapped to the frame sits next to a splashing fountain.,https://imagecaptioningicl.azurewebsites.net/static/images/000000018766.jpg,49179
,essential,2.0,3UNH76FOCW2C3HXISM2ZIV535C6YMB,D,D,3.0,A3SKEW89V5S0DI,A lone shopping cart sits next to a yellow fire hydrant.,https://imagecaptioningicl.azurewebsites.net/static/images/000000005755.jpg,52343
,essential,2.0,35H6S234SEXCCQ26U4QLI2AOK7O65U,A,A,2.0,A207IHY6GERCFO,Three male volleyball players each hold a ball during warmups,https://imagecaptioningicl.azurewebsites.net/static/images/000000008305.jpg,44502
